"","country_orig","iso3_orig","iso2_orig","country_use","iso3_use","year","indicator_id","indicator","sex","age","pop_size"
"522","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",7196717
"523","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",6922647
"524","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",6714241
"525","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",6365524
"526","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",6174648
"527","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",5507952
"528","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",5408453
"529","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",4590162
"530","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",4636640
"531","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",3932242
"532","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",4181464
"533","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",3050244
"534","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",3316370
"535","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",1966373
"536","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",2209994
"537","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",1274234
"538","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",1442178
"539","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",1159666
"540","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",1206246
"541","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",860226
"542","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",838676
"543","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",889154
"544","Bangladesh","BGD","BD","Bangladesh","BGD",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",775992
"545","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",7432
"546","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",7691
"547","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",7813
"548","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",8059
"549","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",8798
"550","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",9144
"551","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",9263
"552","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",9788
"553","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",9274
"554","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",9518
"555","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",9368
"556","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",9352
"557","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",9176
"558","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",9042
"559","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",9778
"560","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",9298
"561","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",9730
"562","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",9322
"563","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",10570
"564","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",9772
"565","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",10357
"566","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",9442
"567","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",10887
"568","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",9451
"569","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",9753
"570","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",8359
"571","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",7810
"572","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",6742
"573","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",6151
"574","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",5217
"575","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",4542
"576","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",3426
"577","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",7506
"578","Barbados","BRB","BB","Barbados","BRB",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",5190
"579","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",273256
"580","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",281110
"581","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",279079
"582","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",296616
"583","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",231022
"584","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",243378
"585","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",210330
"586","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",222420
"587","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",222869
"588","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",235192
"589","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",334137
"590","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",350862
"591","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",392606
"592","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",410485
"593","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",349535
"594","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",352007
"595","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",331294
"596","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",317935
"597","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",327775
"598","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",297153
"599","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",331501
"600","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",288197
"601","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",408893
"602","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",340858
"603","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",377921
"604","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",279840
"605","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",321275
"606","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",207240
"607","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",173626
"608","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",99028
"609","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",182816
"610","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",75611
"611","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",286087
"612","Belarus","BLR","BY","Belarus","BLR",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",85895
"613","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",307579
"614","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",326351
"615","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",323316
"616","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",343831
"617","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",321405
"618","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",339690
"619","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",308382
"620","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",325371
"621","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",322807
"622","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",339830
"623","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",357769
"624","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",370550
"625","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",370285
"626","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",371311
"627","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",376096
"628","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",376088
"629","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",368016
"630","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",381116
"631","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",376089
"632","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",394094
"633","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",392708
"634","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",407022
"635","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",394588
"636","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",402490
"637","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",363471
"638","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",356237
"639","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",322968
"640","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",300744
"641","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",283956
"642","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",249325
"643","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",207070
"644","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",165490
"645","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",412849
"646","Belgium","BEL","BE","Belgium","BEL",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",243814
"647","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",19413
"648","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",19910
"649","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",18905
"650","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",19474
"651","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",18793
"652","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",19456
"653","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",19869
"654","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",20032
"655","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",19456
"656","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",19326
"657","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",17946
"658","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",17618
"659","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",16002
"660","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",15137
"661","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",13857
"662","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",12774
"663","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",11663
"664","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",10831
"665","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",10501
"666","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",9883
"667","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",8562
"668","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",8354
"669","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",6828
"670","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",6882
"671","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",4963
"672","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",4917
"673","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",3403
"674","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",3560
"675","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",2286
"676","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",2457
"677","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",1551
"678","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",1618
"679","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",2072
"680","Belize","BLZ","BZ","Belize","BLZ",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",2052
"681","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",922925
"682","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",951278
"683","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",815829
"684","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",839707
"685","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",715514
"686","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",735485
"687","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",620886
"688","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",636429
"689","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",537427
"690","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",547519
"691","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",456368
"692","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",459762
"693","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",380747
"694","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",378599
"695","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",317976
"696","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",311965
"697","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",264974
"698","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",256186
"699","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",219625
"700","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",209353
"701","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",180996
"702","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",169921
"703","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",144633
"704","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",131819
"705","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",111186
"706","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",98750
"707","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",83739
"708","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",70673
"709","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",63234
"710","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",44750
"711","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",42083
"712","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",29526
"713","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",31753
"714","Benin","BEN","BJ","Benin","BEN",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",19534
"715","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",NA
"716","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",NA
"717","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",NA
"718","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",NA
"719","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",NA
"720","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",NA
"721","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",NA
"722","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",NA
"723","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",NA
"724","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",NA
"725","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",NA
"726","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",NA
"727","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",NA
"728","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",NA
"729","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",NA
"730","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",NA
"731","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",NA
"732","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",NA
"733","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",NA
"734","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",NA
"735","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",NA
"736","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",NA
"737","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",NA
"738","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",NA
"739","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",NA
"740","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",NA
"741","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",NA
"742","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",NA
"743","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",NA
"744","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",NA
"745","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",NA
"746","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",NA
"747","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",NA
"748","Bermuda","BMU","BM","Bermuda","BMU",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",NA
"749","Bhutan","BTN","BT","Bhutan","BTN",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",31248
"750","Bhutan","BTN","BT","Bhutan","BTN",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",32312
